title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Toolpack&amp;#8212;An Experimental Software Development Environment Research Project";"L.J. Osterweil";"Department of Computer Science, University of Colorado";"IEEE Transactions on Software Engineering";"1983";"Journals & Magazine";"26";"49";"Programming|Software tools|Computer architecture|Software prototyping|Software systems|Algorithm design and analysis|Transaction databases|Software design|Buildings|Virtual prototyping";"";"virtual file system|Experimentation with prototypes|Fortran|portable software|programming environments|software tools";"virtual file system|Experimentation with prototypes|Fortran|portable software|programming environments|software tools";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1703114";"TOSE"
"A Mathematical Framework for the Investigation of Testing";"J.S. Gourlay";"Department of Computer and Information Science, Ohio State University";"IEEE Transactions on Software Engineering";"1983";"Journals & Magazine";"31";"228";"Software testing|Genetic mutations|Programming profession|Hardware|Software reliability|Formal verification|Computer errors|Computer science|Information science|Reliability theory";"";"testing theory|Hardware testing|mutation analysis|path analysis|software reliability|software testing|specifications";"testing theory|Hardware testing|mutation analysis|path analysis|software reliability|software testing|specifications";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1703115";"TOSE"
"Formal Specification and Verification of Distributed Systems";" Bo-Shoe Chen|R.T. Yeh";"Bell Laboratories|Bell Laboratories";"IEEE Transactions on Software Engineering";"1983";"Journals & Magazine";"20";"98";"Formal specifications|Clocks|Safety|Distributed computing|Control systems|Computer science|Process control|Distributed power generation|Power generation|Petri nets";"";"verification|Distributed systems|events|fopc|liveness|safety|specification";"verification|Distributed systems|events|fopc|liveness|safety|specification";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1703116";"TOSE"
"Specification of Synchronizing Processes";"K. Ramamritham|R.M. Keller";"Department of Computer and Information Science, University of Massachusetts|Department of Computer and Information Science, University of Massachusetts";"IEEE Transactions on Software Engineering";"1983";"Journals & Magazine";"6";"30";"Specification languages|High level languages|Logic design|Information science|Computer science|Cities and towns|Message passing|Protection|Process design|Software safety";"";"temporal logic|Abstract model|concurrent processing|specification language|synchronization";"temporal logic|Abstract model|concurrent processing|specification language|synchronization";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1703117";"TOSE"
"Distributed Software System Design Representation Using Modified Petri Nets";"S.S. Yau|M.U. Caglayan";"Department of Electrical Engineering and Computer Science, Northwestern University|Department of Electrical Engineering and Computer Science, Northwestern University";"IEEE Transactions on Software Engineering";"1983";"Journals & Magazine";"23";"144";"Software systems|Software design|Petri nets|Distributed computing|Distributed control|Control systems|Hardware|Design methodology|Concurrent computing|Computer languages";"";"software design representation|Control flow and data flow|design analysis|distributed software system|modified Petri net";"software design representation|Control flow and data flow|design analysis|distributed software system|modified Petri net";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1703118";"TOSE"
"Order and Difficulty of Debugging";"M. Trachtenberg";"RCA";"IEEE Transactions on Software Engineering";"1983";"Journals & Magazine";"1";"31";"Computer bugs|Real time systems|Control systems|Error correction|Computer errors|Software testing|Software debugging|System testing|Logic design|Phase detection";"";"Shooman and Bolsky|Correlation|debugging|error correction times|error detection times|Musa";"Shooman and Bolsky|Correlation|debugging|error correction times|error detection times|Musa";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1703119";"TOSE"
"A Systematic Study on Explicit-State Non-Zenoness Checking for Timed Automata";"Ting Wang|Jun Sun|Xinyu Wang|Yang Liu|Yuanjie Si|Jin Song Dong|Xiaohu Yang|Xiaohong Li";"College of Computer Science, Zhejiang University, P.R., China|ISTD, Singapore University of Technology and Design, Singapore|College of Computer Science, Zhejiang University, P.R., China|School of Computer Engineering, Nanyang Technological University, Singapore|College of Computer Science, Zhejiang University, P.R., China|School of Computing, National University of Singapore, Singapore|College of Computer Science, Zhejiang University, P.R., China|School of Computer Science and Technology, Tianjin University, P.R., China";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"2";"463";"Automata|Clocks|Safety|Educational institutions|Systematics|Cost accounting|Model checking";"automata theory|formal verification|graph theory|real-time systems";"explicit-state nonzenoness checking|timed automata models|zeno runs|system verification|clocks|zone graphs|timed modeling languages|model checking LTL properties|systematic evaluation|software toolkit";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6908008";"TOSE"
"Customizing the Representation Capabilities of Process Models: Understanding the Effects of Perceived Modeling Impediments";"Binny M. Samuel|Linwood A. Watkins III|Andrew Ehle|Vijay Khatri";"Ivey Business School, Western University 1255 Western Road, London, ON, Canada|Kelley School of Business, Indiana University 1309 East 10th Street BU 570, Bloomington, IN|Kelley School of Business, Indiana University 1309 East 10th Street BU 570, Bloomington, IN|Kelley School of Business, Indiana University 1309 East 10th Street BU 570, Bloomington, IN";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"3";"472";"Unified modeling language|Analytical models|Organizations|Software|Interviews|Context";"software process improvement|formal specification";"dynamic process model interaction|process model representation capability customization|system design|system analysis|process model creation improvement|perceived process modeling impediments|process modeling customizations|lack-of-fit|health insurance carriers|physical customization|process customization";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6898868";"TOSE"
"Investigating Country Differences in Mobile App User Behavior and Challenges for Software Engineering";"Soo Ling Lim|Peter J. Bentley|Natalie Kanakam|Fuyuki Ishikawa|Shinichi Honiden";"Department of Computer Science, University College, London|Department of Computer Science, University College London|Department of Clinical, Education and Health Psychology, University College, London| Digital Content and Media Sciences Research Division, National Institute of Informatics, Japan| National Institute of Informatics, Japan";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"19";"6822";"Mobile communication|Software|Smart phones|Software engineering|Data mining|Educational institutions";"software engineering|consumer behaviour|mobile computing|smart phones";"mobile application|market-driven software engineering|medical applications|data analysis|South Korea|South|Mexico|Australia|Spain|Canada|India|Russia|Italy|United Kingdom|Brazil|France|Germany|Japan|China|USA|applications stores|mobile devices|user behavior";"software ecosystems|Requirements/specifications|market-driven software engineering|mobile application development|user requirements|survey research|app user behavior|software product lines";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6913003";"TOSE"
"The Design Space of Bug Fixes and How Developers Navigate It";"Emerson Murphy-Hill|Thomas Zimmermann|Christian Bird|Nachiappan Nagappan";"Department of Computer Science, North Carolina State University, Raleigh, NC| Microsoft Research, Redmond, WA| Microsoft Research, Redmond, WA| Microsoft Research, Redmond, WA";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"7";"829";"Interviews|Computer bugs|Software|Encoding|Navigation|Protocols|Buildings";"software engineering|program debugging";"bug localization|bug fix design space|software engineers|design choices|Pex4Fun environment|qualitative interviews|bug triage meetings|Microsoft engineers|bug prediction";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6901259";"TOSE"
"Who Will Stay in the FLOSS Community? Modeling Participant&#x2019;s Initial Behavior";"Minghui Zhou|Audris Mockus";"School of Electronics Engineering and Computer Science, Peking University and Key Laboratory of High Confidence Software Technologies, Ministry of Education, Beijing, China|Department of Electrical Engineering and Computer Science, University of Tennessee, Min H. Kao Building, Room 613, 1520 Middle Drive, Knoxville, TN";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"18";"1489";"Communities|Atmospheric measurements|Particle measurements|Predictive models|Data models|Data mining|Electronic mail";"behavioural sciences|project management|public domain software";"Free-Libre and/or open source software projects|open source software|Mozilla data|microclimate|macroclimate|logistic regression model|Gnome|ITS data|issue tracking system|LTC|long term contributors|critical project|FLOSS community";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6880395";"TOSE"
"Exploiting Model Morphology for Event-Based Testing";"Fevzi Belli|Mutlu Beyaz&#x0131;t";"Department of Electrical Engineering and Information Technology, University of Paderborn, Paderborn, Germany|Department of Computer Engineering, Yaşar University, &#x0130;zmir, Turkey";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"2";"458";"Grammar|Testing|Unified modeling language|Production|Context|Morphology|Analytical models";"program testing|computational complexity|grammars";"random testing|model morphology|event-based testing|model-based mutation testing|MBMT|fault models|mutants|mutation operators|test generation|event-based approach|formal grammars|equivalent mutant|multiple mutants|linear time";"mutant selection|Model-based mutation testing|grammar-based testing";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6915728";"TOSE"
"How Software Designers Interact with Sketches at the Whiteboard";"Nicolas Mangano|Thomas D. LaToza|Marian Petre|Andr&#x00E9; van der Hoek";"Molimur, Mission Viejo, CA|Department of Informatics, Donald Bren School Information and Computer Sciences, University of California, Irvine, CA|Faculty of Mathematics and Computing, The Open University, Milton Keynes, United Kingdom|Department of Informatics, Donald Bren School Information and Computer Sciences, University of California, Irvine, CA";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"5";"723";"Encoding|Cognition|Software design|Visualization|Syntactics|Videos";"software engineering";"software design|whiteboard sketch|software development|visual syntactic elements|reasoning activity";"Interaction styles|systems analysis and design|user-centered design";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6922572";"TOSE"
"Quantitative Evaluation of Model-Driven Performance Analysis and Simulation of Component-Based Architectures";"Fabian Brosig|Philipp Meier|Steffen Becker|Anne Koziolek|Heiko Koziolek|Samuel Kounev";"Department of Computer Science, University of Würzburg, Am Hubland, W&#x00FC;rzburg, Germany|Codecentric AG, Elsenheimerstr. 55a, M&#x00FC;nchen, Germany|Department of Software Engineering, University of Paderborn, Zukunftsmeile 1, Paderborn, Germany|Karlsruhe Institute of Technology (KIT), Am Fasanengarten 5, Karlsruhe, Germany|ABB Corporate Research, Wallstadter Str. 59, Ladenburg, Germany|Department of Computer Science, University of Würzburg, Am Hubland, W&#x00FC;rzburg, Germany";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"14";"1327";"Unified modeling language|Analytical models|Predictive models|Phase change materials|Accuracy|Stochastic processes|Software architecture";"object-oriented programming|software architecture|software performance evaluation|stochastic processes";"quantitative evaluation|model-driven performance analysis|component-based architectures|performance predictions|transformations map performance-annotated software architecture models|stochastic models|representative model transformations|semantic gaps|source model abstractions";"D.2.11 Software architectures|D.2.10.h Quality analysis and evaluation|D.2.2 Design tools and techniques";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6920061";"TOSE"
"Replicating and Re-Evaluating the Theory of Relative Defect-Proneness";"Mark D. Syer|Meiyappan Nagappan|Bram Adams|Ahmed E. Hassan";" School of Computing, Queen’s University, Kingston, ON, Canada| School of Computing, Queen’s University, Kingston, ON, Canada|Genie Informatique et Genie Logiciel, Ecole Polytechnique de Montreal, Campus de l’Universite de Montreal| School of Computing, Queen’s University, Kingston, ON, Canada";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"3";"544";"Analytical models|Hazards|Software|Measurement|Data models|Mathematical model|Predictive models";"software reliability|program diagnostics|software quality";"software system defects|relative defect-proneness theory|survival analysis techniques|source code module|size-defect relationship|defect modelling";"Defect Modelling|Survival Analysis|Cox Models";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6914599";"TOSE"
"STAR: Stack Trace Based Automatic Crash Reproduction via Symbolic Execution";"Ning Chen|Sunghun Kim";"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong|Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"7";"651";"Computer crashes|Arrays|Indexes|Color|Optimization|Explosions|Software";"system recovery|program debugging|program testing|project management|public domain software";"open source projects|STAR|stack trace based automatic crash reproduction|software crash reproduction|debugging|record-replay approach|post-failure-process approach|scalability issues|object creation challenge|crash stack traces|backward symbolic execution|method sequence composition approach|unit test case generation";"optimization|Crash reproduction|static analysis|symbolic execution|test case generation";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6926857";"TOSE"
"Automated Synthesis of Mediators to Support Component Interoperability";"Amel Bennaceur|Val&#x00E9;rie Issarny";"Department of Computing, The Open University, United Kingdom|MiMove team, Inria, France";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"9";"424";"Ontologies|Semantics|Google|Interoperability|Cognition|Programming|Protocols";"object-oriented programming|ontologies (artificial intelligence)|open systems";"automated mediator synthesis|component interoperability|dynamic composition|functionally compatible component|interface mapping|ontology reasoning|constraint programming|component interface|semantic compatibility|MICS|mediator synthesis to connect components";"Interoperability|Constraint Programming|Automated Synthesis|Mediators|Protocols";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6936339";"TOSE"
"Embedding, Evolution, and Validation of Model-Driven Spreadsheets";"J&#x00E1;come Cunha|Jo&#x00E3;o Paulo Fernandes|Jorge Mendes|Jo&#x00E3;o Saraiva";" Universidade Nova de Lisboa, Portugal, and HASLab / INESC TEC, Portugal| (rel)ease/Universidade da Beira Interior, Portugal, and HASLab / INESC TEC, Portugal| Universidade do Minho & ESTGF, Instituto Politécnico do Porto, Portugal, and HASLab / INESC TEC, Portugal| Universidade do Minho, Portugal, and HASLab / INESC TEC, Portugal";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"4";"364";"Data models|Visualization|Atmospheric modeling|Business|Software|Unified modeling language|Syntactics";"software development management|spreadsheet programs|visual languages";"model driven software engineering technique|spreadsheet model embedding|spreadsheet system|spreadsheet model evolution|ClassSheets|visual language|syntax|model-driven spreadsheet development|spreadsheet model validation";"Spreadsheets|Models|ClassSheets|Embedding|Evolution|Empirical Validation";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6915751";"TOSE"
"Estimating Computational Requirements in Multi-Threaded Applications";"Juan F. P&#x00E9;rez|Giuliano Casale|Sergio Pacheco-Sanchez";"Department of Computing, Imperial College London, United Kingdom|Department of Computing, Imperial College London, United Kingdom|SAP HANA Cloud Computing, Systems Engineering, Belfast, United Kingdom";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"10";"519";"Time factors|Servers|Instruction sets|Maximum likelihood estimation|Computational modeling|Time measurement";"maximum likelihood estimation|multi-threading|quality of service|queueing theory|regression analysis|software performance evaluation|systems analysis";"computational requirement estimation|expensive high-resolution monitoring|quality-of-service|QoS management|cost management|performance models|CPU consumption|multithreaded application server scheduling|linear regression|maximum likelihood estimators|input response time|resource queue measurements|enterprise applications";"Demand estimation|Multi-threaded application servers|Application performance management";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6926798";"TOSE"
"Generating Complete Controllable Test Suites for Distributed Testing";"Robert M. Hierons";"Department of Computer Science, Brunel University, United Kingdom";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"6";"491";"Testing|Controllability|Ports (Computers)|Protocols|Automata|Computer architecture|Observability";"program testing|distributed processing|finite state machines|program debugging";"standard test suite generation methods|complete controllable test suite generation|distributed testing|m-complete test suite|finite state machine|faulty FSM|controllability problem|observability problem|c<sub>m</sub>-complete test suites|controllable testing|system under test|partial-FSM";"checking experiment|Software engineering/software/program verification|software engineering/testing and debugging|systems and software|distributed testing|test suite generation";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6930767";"TOSE"
"Instance Generator and Problem Representation to Improve Object Oriented Code Coverage";"Abdelilah Sakti|Gilles Pesant|Yann-Ga&#x00EB;l Gu&#x00E9;h&#x00E9;neuc";"Department of Computer and Software Engineering, École Polytechnique de Montral, Montral, QC, Canada|Department of Computer and Software Engineering, École Polytechnique de Montral, Montral, QC, Canada|Department of Computer and Software Engineering, École Polytechnique de Montral, Montral, QC, Canada";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"20";"561";"Testing|Complexity theory|Generators|Search problems|Java|Production facilities|Libraries";"public domain software|Java|object-oriented programming|program diagnostics|program testing";"EvoSuite|instance generator|problem representation|object oriented code coverage|search-based approach|object-oriented programming|OOP|abstraction|encapsulation|visibility|source code|automated search-based software test-data generation approach|unit-class testing|method call sequences|static analysis|class-under-test|means-of-instantiation|seeding strategy|diversification strategy|search heuristic|JTExpert|Java class evaluation|open-source libraries|search time";"Java Testing|Automatic Test Data Generation|Search Based Software Testing|Unit Class Testing|Seeding Strategy|Diversification Strategy";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6926828";"TOSE"
"The Impact of View Histories on Edit Recommendations";"Seonah Lee|Sungwon Kang|Sunghun Kim|Matt Staats";"Department of Computer Science, KAIST, Daejeon 305-701, Republic of Korea, Guseong-dong, Yuseong-gu|Department of Computer Science, KAIST, Daejeon 305-701, Republic of Korea, Guseong-dong, Yuseong-gu|Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, China| is with the Interdisciplinary Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"8";"650";"Context|History|Association rules|Software|Accuracy|Predictive models";"data mining|interactive programming|recommender systems";"association rules mining|software revision histories|coarse grained rules mining|edit histories|finer grained association rules|MI|ROSE|edit-based recommendation system|programmer interaction histories";"Programming environments/construction tools|interactive environments|software maintenance|data mining|association rules|programmer interaction histories";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6926851";"TOSE"
"Are Slice-Based Cohesion Metrics Actually Useful in Effort-Aware Post-Release Fault-Proneness Prediction? An Empirical Study";"Yibiao Yang|Yuming Zhou|Hongmin Lu|Lin Chen|Zhenyu Chen|Baowen Xu|Hareton Leung|Zhenyu Zhang";"State Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing, China|State Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing, China|State Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing, China|State Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing, China|State Key Laboratory for Novel Software Technology, School of Software, Nanjing, China|State Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing, China|Department of Computing, Hong Kong Polytechnic University, Hung Hom, Hong Kong, China|State Key Laboratory of Computer Science, Institute of Software, Beijing, China";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"12";"863";"Measurement|Software|Predictive models|Context|Complexity theory|Correlation|Laboratories";"principal component analysis|public domain software|software metrics";"effort aware post-release fault proneness prediction|slice-based cohesion metrics leverage program slices|structural complexity|Halstead's software science|code churn metrics|baseline metrics|principal component analysis|univariate prediction models|multivariate prediction models|baseline code|process metrics|open source software systems";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6954519";"TOSE"
"Improving Multi-Objective Test Case Selection by Injecting Diversity in Genetic Algorithms";"Annibale Panichella|Rocco Oliveto|Massimiliano Di Penta|Andrea De Lucia";"Department of Mathematics and Computer Science, University of Salerno, Fisciano, Salerno, Italy|Department of Bioscience and Territory, University of Molise, Pesche, Isernia, Italy|Department of Engineering, University of Sannio, Benevento, Italy|Department of Mathematics and Computer Science, University of Salerno, Fisciano, Salerno, Italy";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"15";"1004";"Optimization|Greedy algorithms|Testing|Linear programming|Genetic algorithms|Genetics|Sociology";"search problems|genetic algorithms|greedy algorithms|program testing";"empirical analysis|multiobjective test case selection improvement|regression testing cost reduction|test case subset prioritization|test case subset selection|greedy algorithms|multiobjective optimization algorithms|multiobjective genetic algorithms|MOGA optimality improvement|test suite subsets|search process|diversity-based genetic algorithm|DIV-GA|orthogonal design mechanism|orthogonal evolution mechanism";"Empirical Studies|Test Case Selection|Regression Testing|Orthogonal Design|Singular Value Decomposition|Genetic Algorithms";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6936894";"TOSE"
"The Impact of API Change- and Fault-Proneness on the User Ratings of Android Apps";"Gabriele Bavota|Mario Linares-V&#x00E1;squez|Carlos Eduardo Bernal-C&#x00E1;rdenas|Massimiliano Di Penta|Rocco Oliveto|Denys Poshyvanyk";"Department of Computer Science, Free University of Bozen-Bolzano, Bolzano, Italy|Department of Computer Science, The College of William and Mary, Williamsburg, VA|Department of Computer Science, The College of William and Mary, Williamsburg, VA|Department of Engineering, University of Sannio, Benevento, Italy|Department of Bioscience and Territory, University of Molise, Pesche (IS), Italy|Department of Computer Science, The College of William and Mary, Williamsburg, VA";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"42";"1483";"Androids|Humanoid robots|Software|History|Computer bugs|Educational institutions|Electronic mail";"application program interfaces|data mining|mobile computing|program debugging|software fault tolerance|system recovery";"API change-proneness|API fault-proneness|user ratings|Android Apps|mobile Apps market|information technology|software repository mining";"Mining software repositories|empirical studies|android|API changes";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6945855";"TOSE"
"Using Declarative Specification to Improve the Understanding, Extensibility, and Comparison of Model-Inference Algorithms";"Ivan Beschastnikh|Yuriy Brun|Jenny Abrahamson|Michael D. Ernst|Arvind Krishnamurthy";"Department of Computer Science, University of British Columbia, Vancouver, BC, Canada|School of Computer Science, University of Massachusetts, Amherst, MA|Facebook Inc., Seattle, WA|Computer Science &amp; Engineering, University of Washington, Seattle, WA|Computer Science &amp; Engineering, University of Washington, Seattle, WA";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"9";"421";"Inference algorithms|Postal services|Electronic mail|Algorithm design and analysis|Software algorithms|Educational institutions|Approximation algorithms";"formal specification|inference mechanisms|system monitoring";"log system behavior analysis|model inference algorithm specification|system understanding|InvariMint declarative specification approach|kTails algorithm|synoptic algorithm";"Model inference|API mining|specification mining|process mining|declarative specification|inference understanding|inference extensibility|inference comparison|InvariMint|kTails|synoptic";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6951474";"TOSE"
"Guided Mutation Testing for JavaScript Web Applications";"Shabnam Mirshokraie|Ali Mesbah|Karthik Pattabiraman";"Department of Electrical and Computer Engineering, University of British Columbia, 2332 Main Mall, Vancouver, BC, Canada|Department of Electrical and Computer Engineering, University of British Columbia, 2332 Main Mall, Vancouver, BC, Canada|Department of Electrical and Computer Engineering, University of British Columbia, 2332 Main Mall, Vancouver, BC, Canada";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"3";"842";"Testing|Measurement|Heuristic algorithms|Complexity theory|Performance analysis|Instruments|IEEE Computer Society";"Java|program diagnostics|program testing";"guided mutation testing|JavaScript Web applications|test adequacy assessment technique|computational cost|test suite execution|equivalent mutants|mutation generation phase|variable selection|FunctionRank|function ranking|relative function importance|application behaviour|static analysis|dynamic analysis|program output|mutation operators|nonequivalent mutants|empirical evaluation|MUTANDIS tool|Web applications";"mutation testing|JavaScript|equivalent mutants|guided mutation generation|web applications";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6960094";"TOSE"
"Integer Parameter Synthesis for Real-Time Systems";"Aleksandra Jovanovi&#x0107;|Didier Lime|Olivier H. Roux";" Ecole Centrale de Nantes - IRCCyN UMR CNRS 6597, Nantes, France| Ecole Centrale de Nantes - IRCCyN UMR CNRS 6597, Nantes, France| Ecole Centrale de Nantes - IRCCyN UMR CNRS 6597, Nantes, France";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"17";"301";"Cost accounting|Automata|Clocks|Radiation detectors|Upper bound|Delays|Real-time systems";"automata theory|reachability analysis|real-time systems";"integer parameter synthesis|real-time systems|parametric timed automata|PTA|real-valued clocks|TCTL property|PSPACE-complete|symbolic algorithms|reachability|symbolic constraints";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6895298";"TOSE"
"Mining Version Histories for Detecting Code Smells";"Fabio Palomba|Gabriele Bavota|Massimiliano Di Penta|Rocco Oliveto|Denys Poshyvanyk|Andrea De Lucia";"University of Salerno, Fisciano, SA, Italy|Free University of Bozen-Bolzano, Bolzano, Italy|University of Sannio, Benevento, Italy|University of Molise, Pesche, IS, Italy|College of William and Mary, Williamsburg, VA|University of Salerno, Fisciano, SA, Italy";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"40";"1255";"History|Feature extraction|Surgery|Accuracy|Association rules|Detectors";"data mining|program compilers|public domain software";"code smell detection|historical information for smell detection|divergent change|shotgun surgery|parallel inheritance|blob|feature envy|HIST|code analysis|single system snapshot|open source project|mining version history";"Code smells|mining software repositories|empirical studies";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6963448";"TOSE"
"Static Fault Localization in Model Transformations";"Loli Burgue&#x00F1;o|Javier Troya|Manuel Wimmer|Antonio Vallecillo";"Dept. Lenguajes y Ciencias de la Computación, Universidad de Málaga, Bulevar Louis Pasteur, 35, Malaga, Spain|Vienna University of Technology, Business Informatics Group, Vienna, Austria|Vienna University of Technology, Business Informatics Group, Vienna, Austria|Dept. Lenguajes y Ciencias de la Computación, Universidad de Málaga, Bulevar Louis Pasteur, 35, Malaga, Spain";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"16";"489";"Contracts|Context|Context modeling|Navigation|Testing|Complexity theory|Analytical models";"fault tolerant computing|Unified Modeling Language";"static fault localization|model transformations|faulty rules|matching functions|metamodel footprints|metamodel elements|Eclipse modeling framework|mutation techniques";"Model transformation|transformation testing|model alignment";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6967841";"TOSE"
"The Oracle Problem in Software Testing: A Survey";"Earl T. Barr|Mark Harman|Phil McMinn|Muzammil Shahbaz|Shin Yoo";"Department of Computer Science, University College London, Gower Street, London WC2R 2LS, London, United Kingdom|Department of Computer Science, University College London, Gower Street, London WC2R 2LS, London, United Kingdom|Department of Computer Science, University of Sheffield, Sheffield S1 4DP, South Yorkshire, United Kingdom|Department of Computer Science, University of Sheffield, Sheffield S1 4DP, South Yorkshire, United Kingdom|Department of Computer Science, University College London, Gower Street, London WC2R 2LS, London, United Kingdom";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"80";"10763";"Probabilistic logic|Licenses|Automation|Software testing|Market research|Reliability";"formal specification|program testing";"test oracle problem|test oracle information|informal specifications|domain specific information|informal oracle guidance|software testing research|software testing practice|oracle automation|contract-driven development|metamorphic testing|oracle automation";"Test oracle|Automatic testing|Testing formalism";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6963470";"TOSE"
"Automatic Detection and Resolution of Lexical Ambiguity in Process Models";"Fabian Pittke|Henrik Leopold|Jan Mendling";"Institute for Information Business, Vienna, WU, Austria|Department of Computer Science, VU University Amsterdam, The Netherlands|Institute for Information Business, Vienna, WU, Austria";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"16";"549";"Unified modeling language|Object oriented modeling|Context|Business|Natural languages|Manuals|Vectors";"software engineering|computational linguistics|grammars|natural language processing";"process model collection|automatic detection|automatic resolution|lexical ambiguity|system-related engineering task|structural inconsistency|terminological inconsistency|automatic analysis technique|quality assurance|control flow|automated fashion|textual quality|homonyms|synonyms";"Business Process Models|Identification of Lexical Ambiguity|Resolution of Lexical Ambiguity";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7027184";"TOSE"
