title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Adding implicit invocation to traditional programming languages";"D. Garlan|C. Scott";"Carnegie Mellon Univ., Pittsburgh, PA, USA|Carnegie Mellon Univ., Pittsburgh, PA, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"4";"28";"Computer languages|Broadcasting|Computer science|IEEE news|Operating systems|Sockets|Database systems|Relational databases|Application software";"Ada|programming languages";"strongly-typed, procedure-oriented programming language|implicit invocation|traditional programming languages|event broadcasting|Ada|design decisions|usability";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346021";"ICSE"
"Rule-based approach to computing module cohesion";"A. Lakhotia";"Univ. of Southwestern Louisiana, Lafayette, LA, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"38";"146";"Software quality|Marine vehicles|Process design|Maintenance|Software testing|Software systems|Laboratories";"software tools|software metrics|expert systems";"rule-based approach|software metrics|module cohesion|unified function|associative principles|term processing element|output variables|control dependence relationships";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346057";"ICSE"
"Modeling software for accurate data flow representation";"H. Ural|B. Yang";"Dept. of Comput. Sci., Ottawa Univ., Ont., Canada|Dept. of Comput. Sci., Ottawa Univ., Ont., Canada";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"3";"70";"Testing|Reactive power|Flow graphs|Performance evaluation|Data mining|Lead";"program testing|formal specification";"test path selection criteria|program testing|accurate data flow representation|data flow oriented structural testing|def-use graph|data flow dependencies|control flow|procedural language|interprocedural data flow dependencies";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346036";"ICSE"
"An analytical comparison of the fault-detecting ability of data flow testing techniques";"P.G. Frankl|E.J. Weyuker";"Dept. of Comput. Sci., Polytech. Univ., Brooklyn, NY, USA|Dept. of Comput. Sci., Polytech. Univ., Brooklyn, NY, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"9";"52";"Testing|Fault detection|Space technology|Computer science|Data analysis|NASA|Computer bugs";"formal specification|parallel processing|program testing|error detection";"failure-causing inputs|fault-detecting ability|data flow testing techniques|software testing criteria|branch testing|specification|test suite|independent random selection";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346024";"ICSE"
"Exploring dataflow testing of arrays";"D. Hamlet|B. Gifford|B. Nikolik";"Portland State Univ., OR, USA|Portland State Univ., OR, USA|Portland State Univ., OR, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"5";"28";"Instruments|Software testing|Runtime|Flow graphs|Computer science|Software quality|Prototypes|Program processors|Iterative algorithms|Automatic testing";"program diagnostics|parallel processing|program testing";"array element|array testing|prototype testing tools|data-flow testing|simple run-time instrumentation|full path testing|def/use|program variables|static program analysis|test analyzer|possible DU associations|testing-supporting tools|DU-path analyzer";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346051";"ICSE"
"An analysis of SEI software process assessment results: 1987-1991";"D.H. Kitson|S.M. Masters";"Software Eng. Inst., Carnegie Mellon Univ., PA, USA|Software Eng. Inst., Carnegie Mellon Univ., PA, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"13";"30";"Computer industry|Software performance|Software development management|Project management|Software engineering|Government|Defense industry|Contracts|Testing|Demography";"technology transfer|software quality|software reliability";"industry|SEI software process assessment results|Software Engineering Institute|software sites|site software process weaknesses|government";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346055";"ICSE"
"Experimental evaluation of a fuzzy-set based measure of software correctness using program mutation";"F.B. Bastani|G. DiMarco|A. Pasquini";"Dept. of Comput. Sci., Houston Univ., TX, USA|Dept. of Comput. Sci., Houston Univ., TX, USA|Dept. of Comput. Sci., Houston Univ., TX, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"6";"32";"Software measurement|Genetic mutations|Software reliability|Fuzzy sets|History|Software testing|Computer science|Nuclear power generation|Safety|Failure analysis";"software reliability|fuzzy set theory|program verification|software metrics";"program correctness|fuzzy-set based measure|software correctness|program mutation|software reliability models|nuclear reactor safety control program|branch and path testing";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346063";"ICSE"
"Prototyping a process monitoring experiment";"M.G. Bradac|D.E. Perry|L.G. Votta";"AT&T Bell Labs., Naperville, IL, USA|AT&T Bell Labs., Naperville, IL, USA|AT&T Bell Labs., Naperville, IL, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"8";"22";"Prototypes|Monitoring|Software prototyping|Software systems|Large-scale systems|Design for experiments|Cost function|Interference|Sampling methods|Instruments";"program diagnostics|software prototyping|system monitoring";"large-scale process monitoring experiment|process monitoring experiment|very large software systems|long-term effort|experimental design|representative process|prototyping approach|prototyping effort";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346048";"ICSE"
"Prototyping in industrial software projects-bridging the gap between theory and practice";"H. Lichter|M. Schneider-Hufschmidt|H. Zullighoven";"Inst. fuer Inf., Stuttgart Univ., Germany|Inst. fuer Inf., Stuttgart Univ., Germany|Inst. fuer Inf., Stuttgart Univ., Germany";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"6";"55";"Software prototyping|Computer industry|Prototypes|Programming|Tin|Design engineering|Costs|Production|Terminology|Software design";"project management|software prototyping";"industrial software production|software prototyping|industrial software projects|software engineering";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346041";"ICSE"
"'. . . and nothing else changes': the frame problem in procedure specifications";"A. Borgida|J. Mylopoulos|R. Reiter";"Dept. of Comput. Sci., Rutgers Univ., New Brunswick, NJ, USA|Dept. of Comput. Sci., Rutgers Univ., New Brunswick, NJ, USA|Dept. of Comput. Sci., Rutgers Univ., New Brunswick, NJ, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"2";"22";"Formal specifications|Computer science|Logic|Specification languages|Intelligent robots|Artificial intelligence|Proposals|Standards development|Councils|Intelligent systems";"planning (artificial intelligence)|formal specification|object-oriented programming|specification languages|inheritance";"planning applications|artificial intelligence|procedure specifications|formal specifications|AI|frame problem|large object-oriented specifications|inheritance|formal specification language|notational suitability";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346034";"ICSE"
"Software components in a data structure precompiler";"M. Sirkin|D. Batory|V. Singhal";"Dept. of Comput. Sci., Texas Univ., Austin, TX, USA|Dept. of Comput. Sci., Texas Univ., Austin, TX, USA|Dept. of Comput. Sci., Texas Univ., Austin, TX, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"4";"17";"Data structures|Programming profession|Writing|Application software|Productivity|Binary trees|Software prototyping|Prototypes|Software debugging|Software performance";"software reusability|data structures|program compilers";"hand-optimized programs|software components|data structure maintenance|data structure querying|performance|data structure precompiler|component creation|programmer productivity|code efficiency|PREDATOR|component reuse technology|generic data types|prototype system|software building blocks";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346022";"ICSE"
"Observations on industrial practice using formal methods";"S. Gerhart|D. Craigen|T. Ralston";"Nat. Sci. Found., Washington, DC, USA|Nat. Sci. Found., Washington, DC, USA|Nat. Sci. Found., Washington, DC, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"15";"64";"Application software|Software systems|Systems engineering and theory|Certification|Software engineering|Terminology|Oscilloscopes|Marine vehicles|Satellites|Arithmetic";"technology transfer|formal specification|formal verification|systems engineering";"technology transfer|industrial practice|formal methods|system engineering|reengineering|system certification|software engineering|oscilloscopes|nuclear reactors|trains|planes|ships|satellites|smartcards|transaction processing|arithmetic units|medical instruments|language processors";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346058";"ICSE"
"Predicate-based test generation for computer programs";"K.-C. Tai";"Dept. of Comput. Sci., North Carolina State Univ., Raleigh, NC, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"8";"78";"Software testing|Fault detection|Computer science|Arithmetic";"Boolean functions|program testing|program verification";"Boolean and relational operator|testing strategies|simple predicates|compound predicates|AND/OR operators|fault-based testing strategies|BOR|Boolean operator|BRO";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346037";"ICSE"
"Test templates: a specification-based testing framework";"P.A. Stocks|D.A. Carrington";"Dept. of Comput. Sci., Queensland Univ., Brisbane, Qld., Australia|Dept. of Comput. Sci., Queensland Univ., Brisbane, Qld., Australia";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"17";"135";"Software testing|Computer science|Application software|Data mining|Formal specifications|Computer errors|System testing|Stability|Terminology|Genetic mutations";"formal specification|program testing";"test oracles|flexibility|test data refinement|specification-based testing framework|test template framework|model-based specification notation|Z notation|test data sets|testing strategies|regression testing";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346025";"ICSE"
"Dynamic mutation testing in integrated regression analysis";"J. Laski|W. Szermer|P. Luczycki";"Oakland Univ., Rochester, MI, USA|Oakland Univ., Rochester, MI, USA|Oakland Univ., Rochester, MI, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"0";"50";"Genetic mutations|Regression analysis|OFDM modulation|Flow graphs|Computer science|State estimation|Software testing|Programming|Formal verification|Probability";"software reliability|program testing|program diagnostics";"modified program|integrated regression analysis|clustering|automatic identification|program modifications|dynamic program analysis|dynamic mutation testing|DMT|fault hypothesis|test-induced program state|postulated fault";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346052";"ICSE"
"Computational reflection in software process modeling: The SLANG approach";"S. Bandinelli|A. Fuggetta";"Politecnico di Milano, Italy|Politecnico di Milano, Italy";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"19";"43";"Reflection|Humans|Production|Software quality|Application software|Automation|Software tools|Computer architecture|Programming|Interleaved codes";"Petri nets|specification languages";"high-level Petri net notation|computational reflection|SLANG approach|domain-specific language|software process modeling|dynamic evolution|process model|software process formalism|dynamic modification|Petri net based process languages|reflective features|process evolution";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346049";"ICSE"
"Software improvements in an international company";"H. Wohlwend|S. Rosenbaum";"Schlumberger Lab. for Comput. Sci., Austin, TX, USA|Schlumberger Lab. for Comput. Sci., Austin, TX, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"16";"64";"Software quality|Programming|Laboratories|Software maintenance|Computer science|Companies|Productivity|Computer industry|Project management|Industrial training";"project management";"capability assessments|international company|corporate-wide resource|software products|productivity|software development|small software improvement team|project planning|requirements management";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346042";"ICSE"
"Building, modifying and using component generators";"S.B. Ornburn|R.J. LeBlanc";"Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA|Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"3";"13";"Protocols|Computer architecture|Telephony|Buildings|Educational institutions|Software tools|Data mining|Programming profession|Process control|Software engineering";"software tools|automatic programming|subroutines|telecommunications computer control|telephone systems|software reusability|knowledge based systems";"component composition|software development process|component generators|component descriptions|call processing|telephone calls|protocol handler|generic architectures|reusable components|generative tools|knowledge-based software engineering";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346026";"ICSE"
"Post-process feedback with and without attribute focusing: a comparative evaluation";"I. Bhandari|N. Roth";"IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA|IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"2";"11";"Feedback|Production|Laboratories|Costs|Data analysis|Operating systems|Customer satisfaction";"DP management|software engineering";"multiple-choice questionnaire|post-process feedback|software production|attribute focusing|project teams";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346053";"ICSE"
"Model based process assessments";"C.L. McGowan|S.A. Bohner";"MITRE Corp., McLean, VA, USA|MITRE Corp., McLean, VA, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"5";"49";"Capability maturity model|Standards organizations|Dynamic programming|Petri nets|Business|Predictive models|Software standards|Feedback|Delay|Computer integrated manufacturing";"military computing|structured programming|systems analysis|software maintenance";"process improvements|process modeling|process assessments|structured analysis and design technique|SADT|DoD CIM Initiative|IDEF0|business processes|large software maintenance process";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346043";"ICSE"
"Automating the detection of reusable parts in existing software";"M.F. Dunn|J.C. Knight";"Dept. of Comput. Sci., Virginia Univ., Charlottesville, VA, USA|Dept. of Comput. Sci., Virginia Univ., Charlottesville, VA, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"8";"16";"Software reusability|Costs|Programming profession|Software systems|Software tools|Computer science|Engines|Humans|Expert systems|Software libraries";"public domain software|software reusability|software tools|expert systems|inference mechanisms";"public-domain software|reusable components detection|C language|expert-system|existing software systems|Code Miner|Prolog|inference engine|toolset";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346027";"ICSE"
"Generalized behavior-based retrieval [from a software reuse library]";"R.J. Hall";"AT&T Bell Labs., Murray Hill, NJ, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"7";"29";"Software libraries|Testing|Sampling methods|Indexing|Books|Natural languages|Taxonomy|Performance analysis|Prototypes";"information retrieval|software reusability|subroutines";"Unix shell commands|software reuse library|behavior-based retrieval|programming task|test inputs|extensional semantics|executable code|canonicality|query formulation|information-retrieval|generalization|recall|library components|functional modeling|complex behaviors|side effects";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346028";"ICSE"
"Programming heterogeneous transactions for software development environments";"P. Tarr|S.M. Sutton";"Dept. of Comput. Sci., Massachusetts Univ., Amherst, MA, USA|Dept. of Comput. Sci., Massachusetts Univ., Amherst, MA, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"1";"14";"Application software|Computer science|Concurrency control|Transaction databases|Centralized control|Functional programming|Large-scale systems|Time factors|Testing|Software engineering";"programming environments|transaction processing|programming";"programming|tools integration|heterogeneous transactions|software development environments|transaction model interoperability|languages|decentralized approach";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346029";"ICSE"
"Use of an environment classification model";"M.V. Zelkowitz";"Nat. Inst. of Stand. & Technol., Gaithersburg, MD, USA";"Software Engineering, 1993. Proceedings., 15th International Conference on";"1993";"Conference Publication";"1";"10";"NIST|Computer aided software engineering|Programming|Open systems|Software design|Software systems|Computer science|Educational institutions|Software tools|Standardization";"text editing|Pascal|programming environments|software tools";"line-oriented editor|program modules|software development|environment classification model|reference models|integrated software engineering environment|Pascal source code|syntax-directed editor";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=346030";"ICSE"
"High-pressure steam engines and computer software";"N.C. Leveson";"University of California, Irvine";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"8";"32";"Steam engines|Software|Accidents|History|Computer science|Boilers|Technological innovation";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753485";"ICSE"
"Trusted Computing Systems: The ProCoS* Experience";"D. Bjorner";"UNU IIST";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"1";"28";"Programming|Australia|Embedded software|Embedded computing|Real time systems|Testing|Paper technology|Councils|Distributed computing";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753486";"ICSE"
"Design of dependable real-time systems (extended abstract)";"A. Lister";"University of Queensland";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"0";"20";"Real time systems|Process design|Computer science|Safety|Distributed information systems|Calculus|Timing|Programming|Machinery";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753487";"ICSE"
"A measure for composite module cohesion";"S. Patel|W. Chu|R. Baxter";"Lockheed Software Technology Center|Lockheed Software Technology Center|Lockheed Software Technology Center";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"21";"39";"Packaging|Guidelines|Laboratories|Software design|Software systems|Software reusability|Process design|Software measurement|Maintenance";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753488";"ICSE"
"Productivity Analysis Of Software Development With An Integrated CASE Tool";"M. Tsuda|Y. Morioka|M. Takadachi|M. Takahashi";"Hitachi, Ltd.|Hitachi, Ltd.|Hitachi, Ltd.|Hitachi, Ltd.";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"2";"42";"Productivity|Computer aided software engineering|Systems engineering and theory|Computer aided manufacturing|Programming profession|Information systems|Software tools|Educational products|Educational programs|Business";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753489";"ICSE"
"Estimating software fault content before coding";"S.G. Eickt|C.R. Loader|M.D. Long|L.G. Votta|S.V. Wiel";"AT&T Bell Laboratories|AT&T Bell Laboratories|AT&T Bell Laboratories|AT&T Bell Laboratories|AT&T Bell Laboratories";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"55";"89";"Software testing|System testing|Software design|Programming|Software standards|Standards development|Systems engineering and theory|Design engineering|Process design|Instruments";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753490";"ICSE"
"Testing for linear errors in nonlinear computer programs";"F.H. Afifi|S.J. Zeil|L.J. White";"Case Western Reserve University|Case Western Reserve University|Case Western Reserve University";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"4";"10";"Computer errors|Software testing|Sufficient conditions|Computer science|Input variables|Machinery|Cost function";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753492";"ICSE"
"Towards A Method Of Programming With Assertions";"D.S. Rosenblum";"AT&T Bell Laboratories";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"21";"34";"Runtime|Fault detection|Software tools|Formal specifications|Permission|Software debugging|Automatic testing|Software testing|Software systems|Embedded software";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753493";"ICSE"
"Specification-based test oracles for reactive systems";"D.J. Richardson|S.L. Aha|T.O. O'Malley";"University of California, Irvine|University of California, Irvine|University of California, Irvine";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"64";"88";"System testing|Aerospace materials|Computer science|Software systems|Materials testing|Aircraft manufacture|Government|Distributed computing|Machinery";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753494";"ICSE"
"Connecting software components with declarative glue";"B.W. Beach";"Hewlett-Packard Laboratories";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"8";"19";"Joining processes|Databases|Software systems|Data models|Computer languages|Laboratories|Milling machines|Software maintenance|Hypertext systems";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753495";"ICSE"
"Visualizing and querying software structures";"M. Consens|A. Mendelzon|A. Ryman";"University of Toronto|University of Toronto|University of Toronto";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"21";"50";"Visualization|Software engineering|Visual databases|Software tools|Displays|Ducts|Computer aided software engineering|Software design|Power engineering computing";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753496";"ICSE"
"Software evolution through iterative prototyping";"N. Goldman|K. Narayanaswamy";"USC/Information Sciences Institute|USC/Information Sciences Institute";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"5";"45";"Software prototyping|Prototypes|User interfaces|Computer languages|Programming|Machinery|Software engineering|System performance|Information analysis";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753497";"ICSE"
"Object-oriented analysis for evolving systems";"M. Lubars|G. Meredith|C. Potts|C. Richter";"Microelectronics and Computer Technology Corporation|Microelectronics and Computer Technology Corporation|Microelectronics and Computer Technology Corporation|Microelectronics and Computer Technology Corporation";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"5";"15";"Object oriented modeling|Microelectronics|Distributed computing|Machinery|Robustness|Testing|Design methodology";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753498";"ICSE"
"Formal Specification Of Asynchronous Distributed Real-time Systems By APTL";" Farn Wang| Al Mok|E.A. Emerson";"University of Texas, Austin|University of Texas, Austin|University of Texas, Austin";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"0";"13";"Formal specifications|Real time systems|Clocks|Logic|Timing|Arithmetic|Contracts|Distributed computing|Machinery";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753499";"ICSE"
"Validating Real-time Systems By History-checking TRIO Specifications";"M. Felder|A. Morzenti";"Politecnico di Milano|Politecnico di Milano";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"8";"31";"Real time systems|Logic|Formal specifications|Testing|Embedded computing|Computer applications|History|Distributed computing|Machinery";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753500";"ICSE"
"Graphical specifications for concurrent software systems";"L.K. Dillon|C. Kutty|L.E. Moser|P.M. Melliar-Smith|Y.S. Ramakrishna";"University of California|University of California|University of California|University of California|University of California";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"5";"15";"Software systems|Logic|Formal specifications|Application software|Software standards|Hardware|Concurrent computing|System testing|Mechanical factors";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753501";"ICSE"
"Seeking concurrency in rule-based programming";"G.-C. Roman|R.F. Gamble|W.E. Ball";"Washington University|Washington University|Washington University";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"0";"9";"Concurrent computing|Artificial intelligence|Computer science|Refining|Formal specifications|Intelligent systems|Distributed computing|Machinery|Parallel algorithms";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753502";"ICSE"
"The property vector specification of a multiset iterator";"T.W. Pearce|D.A. Lamb";"|";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"1";"8";"Law|Legal factors|Packaging|Distributed computing|Machinery";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753503";"ICSE"
"A Toolbox For The Verification Of LOTOS Programs";"J.-C. Fernandez|H. Garavel|L. Mounier|A. Rasse|C. Rodriguez|J. Sifakis";"LGI-IMAG|LGI-IMAG|LGI-IMAG|LGI-IMAG|LGI-IMAG|LGI-IMAG";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"10";"13";"Control system synthesis|Electronic mail|Automata|Multicast protocols|Logic|Real time systems|Distributed control|Hardware design languages|Partial response channels";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753504";"ICSE"
"Concepts and implementation of a rule-based process engine/sup +/";"B. Peuschel|W. Schafer";"STZ - Gesellschaft fur Software|STZ - Gesellschaft fur Software";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"31";"17";"Software tools|Software development management|Software prototyping|Environmental management|Software performance|Object oriented modeling|Context modeling|Collaborative work";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753505";"ICSE"
"Process programming by hindsight";"P.K. Garg|S. Bhansali";"Hewlett-Packard Labs|Hewlett-Packard Labs";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"10";"13";"History|Software systems|Humans|Milling machines|Control system synthesis|Control systems|Programming environments|Software engineering|Distributed computing";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753506";"ICSE"
"Call path profiling";"R.J. Hall";"AT&T Bell Laboratories";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"4";"27";"Algorithms|Design optimization|Prototypes|Performance analysis|Time measurement|Debugging|Testing|Computer bugs|Distributed computing";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753507";"ICSE"
"GENOA - A Customizable, Language- And Front-end Independent Code Analyzer";"P.T. Devanbu";"AT&T Bell Laboratories";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"56";"32";"Programming profession|Performance analysis|Computer languages|Costs|Software systems|Data mining|Writing|Polynomials|Information systems|Computer science";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753508";"ICSE"
"Experience report on software reuse project: its structure, activities, and statistical results";"S. Isoda";"Nippon Telegraph and Telephone Corporation";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"14";"43";"Software libraries|Programming|Telegraphy|Telephony|Permission|Software reusability|Impedance|Process design|Project management";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753509";"ICSE"
"A general economics model of software reuse";"J.E. Gaffney|R.D. Cruickshank";"Software Productivity Consortium|Software Productivity Consortium";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"11";"43";"Economic forecasting|Application software|Costs|Investments|Productivity|Software tools|Software reusability|Finite impulse response filter|Software libraries";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753510";"ICSE"
"Software Reuse Economics: Cost-benefit Analysis On A Large-scale Ada Project";"J. Margono|T.E. Rhoads";"Computer Sciences Corporation|Computer Sciences Corporation";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"8";"104";"Cost benefit analysis|Large-scale systems|Software quality|FAA|Automation|Inhibitors|Control systems|Automatic control|Process design";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753511";"ICSE"
"Behavior sampling: a technique for automated retrieval of reusable components";"A. Podgurski|L. Pierce";"Case Western Reserve University|Case Western Reserve University";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"16";"19";"Sampling methods|Software libraries|Information retrieval|Distributed computing|Materials testing|Software testing|Costs|Materials reliability|Machinery";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753512";"ICSE"
"Programming-in-the-large: past, present, and future";"W.F. Tichy";"University of Karlsruhe";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"5";"17";"Operating systems|Computer architecture|Computer languages|Hierarchical systems|Software development management|Large-scale systems|Software architecture|Software tools|Data engineering";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753513";"ICSE"
"The software engineering laboratory - an operational software experience factory";"V. Basili|G. Caldiera|F. McGarry|R. Pajerski|G. Page|S. Waligora";"University of Maryland|University of Maryland|University of Maryland|University of Maryland|University of Maryland|University of Maryland";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"30";"58";"Software engineering|Laboratories|Production facilities|Packaging|Feedback|Particle measurements|Software measurement|Software quality|Character recognition|Process planning";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753514";"ICSE"
"Recent advances in software estimation techniques";"R.E. Fairley";"Software Engineering Management Associates";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"10";"61";"Scheduling|Software quality|Software tools|Software safety|Software engineering|Software development management|Calibration|Software performance|Hardware";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753515";"ICSE"
